date,cn_PM10,seoul_PM10,seoul_wd,seoul_ws,china_wd,china_ws
2016112622,393,60,NNE,2.1,NA,0
2016112623,451,63,NE,2.6,NA,0.2
2016112700,443,60,NE,2.0,N,1.1
2016112701,446,62,NE,2.5,NNW,0.3
2016112702,421,61,NNE,1.9,NNE,1
2016112703,337,57,NE,2.2,NA,0.2
2016112704,328,55,NNE,1.5,WNW,1.4
2016112705,341,56,NE,1.9,N,0.5
2016112706,243,55,NNE,1.7,NNW,1.7
2016112707,121,56,NNE,2.1,NNE,1.9
2016112708,36,56,NE,1.0,NNW,4.8
2016112709,38,60,NNE,0.7,N,2.9
2016112710,51,62,NNE,2.0,NNW,4
2016112711,20,68,NNE,1.7,NE,3
2016112712,7,67,N,1.2,NE,3.3
2016112713,6,67,N,0.8,NE,2.9
2016112714,6,68,WSW,0.5,NE,3
2016112715,6,63,SW,2.0,NNW,4.2
2016112716,7,66,NW,3.1,WSW,1.5
2016112717,8,80,W,1.1,NNE,1.6
2016112718,12,89,WNW,0.6,N,1.3
2016112719,18,90,WNW,0.5,NE,2.3
2016112720,20,95,W,1.2,E,0.4
2016112721,26,93,NW,1.5,NE,1.3
2016112722,117,96,NW,2.2,NW,0.4
2016112723,45,100,NW,1.9,NE,1.1
2016112800,26,107,WNW,3.8,W,1.5
2016112801,51,112,NW,2.4,N,0.6
2016112802,61,117,NNW,2.3,NE,1.2
2016112803,66,126,WNW,2.1,NNE,0.9
2016112804,52,127,W,2.0,N,0.7
2016112805,43,129,WNW,2.6,N,0.6
2016112806,28,127,WNW,1.7,NE,1.1
2016112807,31,124,W,2.4,NNE,1
2016112808,37,122,W,2.4,NNE,1.3
2016112809,51,113,W,2.1,NNE,0.9
2016112810,46,112,NW,3.2,ENE,1
2016112811,50,104,WNW,2.1,WNW,1
2016112812,41,98,W,1.4,N,0.9
2016112813,41,69,SW,3.4,NW,0.8
2016112814,52,55,W,3.4,WSW,1.5
2016112815,54,45,WNW,2.8,S,0.9
2016112816,68,38,WNW,3.9,N,0.4
2016112817,70,34,W,3.7,NE,1.7
2016112818,84,27,WSW,3.1,NE,1.2
2016112819,76,24,WNW,1.7,N,0.9
2016112820,76,21,NNW,3.0,N,0.5
2016112821,107,23,WNW,1.8,NA,0.1
2016112822,113,27,NNW,2.5,NA,0.1
2016112823,115,24,W,2.6,NNE,1.4
2016112900,81,25,WNW,2.2,NW,1.1
2016112901,65,24,W,3.0,NW,1.3
2016112902,67,22,W,2.9,NNW,1.5
2016112903,61,24,W,2.4,NNE,1.5
2016112904,52,21,NNW,0.6,NNE,1.3
2016112905,46,22,WSW,1.1,NNE,1.3
2016112906,35,25,W,1.5,NNE,0.8
2016112907,34,27,W,1.5,NW,1
2016112908,35,28,N,1.0,NNE,0.8
2016112909,44,30,NNE,1.0,NNE,0.7
2016112910,60,41,N,0.8,ESE,1.5
2016112911,152,49,ENE,1.1,SE,2.4
2016112912,173,50,N,1.4,SSE,2.9
2016112913,143,45,ENE,1.2,SE,1.8
2016112914,133,50,SSW,1.9,SE,1.3
2016112915,128,48,WSW,1.5,SE,1.2
2016112916,118,49,SSW,1.0,SSE,1
2016112917,113,50,NNW,1.0,ESE,0.8
2016112918,133,46,WNW,0.8,NNE,1.2
2016112919,163,54,WNW,0.7,NNE,1
2016112920,166,56,NE,2.1,W,0.9
2016112921,155,56,ENE,1.7,NNE,1.2
2016112922,151,50,NE,1.5,SSE,1.5
2016112923,127,46,NE,1.8,SE,1.6
2016113000,121,45,NE,2.3,E,1.3
2016113001,135,44,ENE,2.0,SE,1.3
2016113002,142,38,E,2.2,NNE,0.7
2016113003,138,36,NNE,1.0,NA,0
2016113004,131,35,NE,1.6,NA,0
2016113005,126,34,ENE,2.3,W,0.5
2016113006,130,38,ENE,2.7,NNE,0.8
2016113007,141,38,ENE,2.6,W,0.6
2016113008,153,34,ENE,2.4,SSW,0.7
2016113009,152,36,ENE,2.4,W,0.7
2016113010,173,39,NNE,1.9,NE,0.8
2016113011,188,39,WNW,2.9,ESE,1
2016113012,182,49,SW,0.8,SSE,1.4
2016113013,212,48,WNW,1.0,S,2.9
2016113014,216,48,SSE,1.4,WSW,2.9
2016113015,202,47,SSW,2.3,W,5.1
2016113016,109,49,S,1.8,WNW,3.7
2016113017,82,44,SW,0.9,WNW,2.8
2016113018,75,50,SW,1.7,NNW,3.2
2016113019,33,50,SW,1.7,N,2.1
2016113020,17,53,SW,1.9,N,2.3
2016113021,15,53,SW,2.5,N,1.5
2016113022,13,44,SSW,1.3,NW,2.3
2016113023,14,37,SSW,1.9,SW,0.7
2016120100,24,34,SW,1.7,NA,0.2
2016120101,29,33,WSW,2.4,WNW,0.4
2016120102,14,46,WSW,3.0,NA,0.1
2016120103,21,62,SW,2.3,W,0.5
2016120104,20,80,WSW,2.9,NNE,0.8
2016120105,22,100,W,2.9,WNW,2.2
2016120106,37,96,WSW,2.1,WNW,1.5
2016120107,35,88,WSW,2.5,N,2.3
2016120108,26,79,WSW,2.8,NNW,1.4
2016120109,27,79,W,2.3,NE,1.3
2016120110,31,84,WNW,4.4,NNE,2.2
2016120111,16,78,WNW,5.1,NNW,2.3
2016120112,14,44,WNW,5.4,N,2.2
2016120113,13,26,WNW,5.7,NE,1.4
2016120114,10,24,NW,5.6,NE,2.5
2016120115,15,30,W,5.7,ENE,2.6
2016120116,12,24,W,4.6,ENE,2.1
2016120117,12,23,W,4.3,ENE,1.4
2016120118,21,24,WNW,3.5,NE,1.5
2016120119,31,26,NW,5.0,NA,0
2016120120,43,24,NW,2.9,E,0.4
2016120121,24,22,NW,4.7,NNE,1.1
2016120122,56,22,NNW,3.0,NNE,1.1
2016120123,86,21,NW,2.9,N,0.3
2016120200,88,22,W,0.9,NNE,1.2
2016120201,91,22,N,0.4,NNE,1.6
2016120202,86,22,WNW,1.6,NNE,1.3
2016120203,65,23,WSW,2.1,NNE,1.4
2016120204,40,24,WNW,1.2,NNE,0.8
2016120205,36,26,WSW,1.2,NNE,1.5
2016120206,53,27,WNW,1.2,N,1
2016120207,32,30,W,0.9,NE,0.9
2016120208,33,34,N,0.4,NNE,1.3
2016120209,53,37,N,0.4,NNE,1.1
2016120210,52,43,W,2.1,NW,1.4
2016120211,50,40,W,2.7,N,1
2016120212,52,33,WNW,3.0,N,0.7
2016120213,53,32,WNW,3.5,SW,0.9
2016120214,65,34,NW,2.9,WSW,1.5
2016120215,63,32,W,1.9,SSW,1.1
2016120216,60,31,WSW,2.7,SSW,1.2
2016120217,63,41,WSW,2.6,NE,1.2
2016120218,81,39,WSW,2.3,NE,1
2016120219,116,31,WNW,1.5,NNE,0.8
2016120220,128,33,WNW,2.1,NA,0.2
2016120221,230,35,N,0.2,NNE,1.1
2016120222,210,36,N,1.0,NNE,1.6
2016120223,185,38,NE,2.1,NE,1.2
2016120300,145,40,NNE,1.7,NNE,1.1
2016120301,127,42,NNE,1.4,NNW,0.6
2016120302,116,43,NNE,1.6,NNE,1
2016120303,96,44,N,0.5,NNE,0.8
2016120304,94,39,NNE,1.7,NE,0.9
2016120305,72,42,N,1.0,NNE,1.1
2016120306,63,41,NNE,1.2,NNE,0.8
2016120307,58,38,NNE,1.2,NNW,0.4
2016120308,56,38,NNE,1.3,NNE,1.4
2016120309,54,41,NNE,1.1,N,1
2016120310,73,48,NNE,0.6,NNE,1.2
2016120311,74,55,N,0.4,E,0.5
2016120312,118,56,NNW,0.9,S,0.8
2016120313,203,40,S,1.4,ENE,1
2016120314,241,44,S,1.9,SE,1.1
2016120315,256,48,WNW,2.5,SSW,0.9
2016120316,279,50,WNW,2.1,SSE,1.2
2016120317,376,57,W,2.4,SE,1
2016120318,434,59,WNW,1.6,S,1
2016120319,478,58,W,1.6,SSE,0.6
2016120320,500,64,WSW,1.1,SE,1
2016120321,581,67,NNW,0.9,NNW,0.3
2016120322,605,62,WSW,1.4,NNE,1.1
2016120323,590,61,WNW,1.2,N,0.6
2016120400,543,66,NE,0.8,NE,0
2016120401,509,67,NNE,1.2,NE,1
2016120402,461,69,NNE,1.3,NA,0.2
2016120403,440,65,ENE,1.7,N,0.9
2016120404,394,64,NNE,0.9,NNW,1.4
2016120405,319,65,N,0.4,NW,1.5
2016120406,257,63,NE,1.5,N,1
2016120407,223,66,NNE,1.6,N,1.5
2016120408,216,71,NNE,0.9,NNW,1.5
2016120409,207,73,NE,1.9,NNE,1.6
2016120410,209,75,ENE,1.9,N,1.2
2016120411,206,78,NE,1.2,N,1.3
2016120412,182,77,NNE,0.9,NNW,1.8
2016120413,179,81,NE,0.8,NNE,0.9
2016120414,153,86,SW,0.7,NE,1.2
2016120415,125,79,N,0.4,N,1
2016120416,90,81,WSW,0.7,WNW,0.9
2016120417,72,87,SSW,1.4,NNE,0.4
2016120418,174,79,SW,0.6,SSE,1.3
2016120419,288,79,ESE,1.1,SSW,0.6
2016120420,314,81,SSW,1.2,NA,0
2016120421,336,90,N,0.4,NA,0.1
2016120422,332,89,NNE,2.1,NNE,1
2016120423,336,93,NNE,1.8,WNW,0.7
2016120500,337,98,NE,1.9,NA,0.1
2016120501,329,96,ENE,2.2,W,0.3
2016120502,291,94,NE,2.9,S,0.5
2016120503,171,91,NE,2.2,S,0.6
2016120504,116,85,NE,2.2,WNW,0.8
2016120505,180,83,NE,2.4,NNE,1.4
2016120506,209,84,NE,1.9,NNW,0.9
2016120507,190,86,NE,1.1,NNW,1.8
2016120508,128,84,N,0.9,WNW,0.4
2016120509,82,91,NNE,0.9,NNW,1.7
2016120510,48,99,N,0.3,NW,5.5
2016120511,31,108,SW,2.4,NW,6.5
2016120512,10,120,WSW,3.1,NW,6.7
2016120513,25,111,W,3.7,NNW,5.8
2016120514,62,111,WSW,4.7,NNW,4.9
2016120515,6,111,W,5.2,NW,5.2
2016120516,6,101,W,3.3,NW,4.6
2016120517,6,100,W,4.1,NW,3.1
2016120518,6,100,WSW,4.4,N,1.6
2016120519,6,53,WSW,3.4,NNE,1.8
2016120520,10,50,WSW,4.4,NW,1.4
2016120521,18,36,W,4.3,NNW,0.4
2016120522,13,30,W,5.0,S,1.1
2016120523,37,31,W,5.7,NNW,0.5
2016120600,44,29,WNW,4.1,NW,0.4
2016120601,51,29,W,4.1,NA,0.1
2016120602,65,30,W,3.5,NNE,1.5
2016120603,61,33,W,2.1,NNE,0.9
2016120604,84,36,W,3.5,NNE,1.9
2016120605,105,30,W,2.7,NNE,1.8
2016120606,87,30,NW,1.6,NNE,0.8
2016120607,46,25,WNW,3.9,E,0.4
2016120608,42,24,WNW,3.8,NNE,0.3
2016120609,44,22,W,2.5,NNE,1.3
2016120610,52,22,WNW,2.8,NNE,1.7
2016120611,52,21,WNW,2.1,NE,0.8
2016120612,73,22,NW,3.6,SW,0.6
2016120613,79,20,NW,4.2,E,1.1
2016120614,76,23,W,2.9,SSE,1.5
2016120615,116,19,W,2.8,S,1.5
2016120616,124,15,WSW,3.1,SSE,1.2
2016120617,161,15,WSW,2.6,NNE,0.8
2016120618,166,15,WNW,1.4,NE,1.7
2016120619,190,22,WNW,1.9,ENE,1.1
2016120620,223,27,WNW,1.9,WNW,0.5
2016120621,216,25,W,1.3,NNE,0.6
2016120622,215,25,WNW,0.7,WNW,1.1
2016120623,252,21,N,0.5,NE,1
2016120700,207,21,N,1.1,WNW,0.4
2016120701,151,26,NNE,2.4,NE,1
2016120702,110,30,NE,3.2,NE,1
2016120703,63,35,ENE,2.2,NNE,1.8
2016120704,48,32,NE,3.7,NW,1.8
2016120705,49,30,NE,3.1,NW,0.7
2016120706,58,30,ENE,2.8,NNE,0.5
2016120707,65,27,ENE,2.6,W,0.4
2016120708,57,29,NE,2.9,NE,1.2
2016120709,91,31,NE,3.3,ENE,1.1
2016120710,182,37,NE,3.2,SE,2.2
2016120711,203,41,NE,1.7,SSE,2.3
2016120712,169,46,NE,1.8,SE,2.1
2016120713,160,51,SSW,1.1,SSW,1.8
2016120714,159,55,W,2.1,SE,2.3
2016120715,166,58,WSW,2.5,SSW,1.9
2016120716,124,66,W,2.3,S,2
2016120717,133,81,W,3.4,SW,2.3
2016120718,158,89,W,1.8,ENE,0.8
2016120719,175,84,NW,1.8,NE,1.2
2016120720,242,80,N,0.4,E,0.3
2016120721,220,78,WNW,1.4,ESE,0.9
2016120722,196,78,N,0.9,ESE,0.8
2016120723,191,57,WNW,1.3,ESE,1.1
2016120800,195,42,W,1.7,SE,1.5
2016120801,184,42,W,1.6,ENE,0.9
2016120802,171,40,SW,1.2,SE,1.1
2016120803,169,45,W,1.1,NE,1
2016120804,158,42,NW,0.8,ESE,1
2016120805,153,40,N,0.4,ENE,1.1
2016120806,137,39,WNW,0.7,W,0.7
2016120807,134,43,NNE,1.2,WNW,1.4
2016120808,156,51,NE,2.2,WNW,1
2016120809,196,68,NNE,2.1,N,0.7
2016120810,214,77,NNE,1.9,WNW,1.5
2016120811,219,92,NE,2.0,NW,3.7
2016120812,150,80,NE,2.4,NNW,6.2
2016120813,35,76,NNE,1.8,NNW,5
2016120814,31,69,SW,0.9,NW,6.3
2016120815,21,56,S,2.7,NNW,6.1
2016120816,11,45,S,0.9,NNW,4.5
2016120817,8,39,WSW,1.1,NW,4.3
2016120818,12,48,NE,3.1,NNW,2.7
2016120819,12,72,NE,2.9,NNW,4.1
2016120820,11,78,NE,2.4,N,1.7
2016120821,9,74,SSE,2.3,NW,2.6
2016120822,11,43,SSE,1.8,N,1.8
2016120823,7,35,E,1.9,NNE,1.5
2016120900,8,32,NE,1.6,NE,1.3
2016120901,8,44,NNW,2.7,NW,1.1
2016120902,16,36,NNE,0.5,N,0.6
2016120903,22,25,N,0.6,NNW,0.7
2016120904,16,32,SW,2.1,NNW,1.3
2016120905,13,32,WSW,1.8,WNW,1.6
2016120906,11,32,WSW,2.7,N,1.3
2016120907,14,37,W,4.5,NNE,1.1
2016120908,15,40,W,3.2,NNE,1.3
2016120909,12,43,W,3.2,NNE,1.4
2016120910,12,39,W,3.7,NNE,2.8
2016120911,8,38,WNW,4.3,NNE,2.2
2016120912,6,32,W,5.0,NE,2.4
2016120913,6,33,WNW,4.5,NE,2.5
2016120914,6,32,W,3.9,E,1.3
2016120915,7,32,WNW,4.1,NW,0.7
2016120916,9,29,WNW,3.0,NE,1.3
2016120917,9,27,WSW,3.5,NNE,0.8
2016120918,17,25,W,2.4,NE,0.8
2016120919,67,24,NW,2.1,ENE,0.5
2016120920,112,23,NW,4.6,W,0.6
2016120921,134,20,NNW,1.4,ESE,0.3
2016120922,166,24,N,0.9,E,0.6
2016120923,130,23,N,1.9,NNE,1
2016121000,93,22,WNW,3.2,N,0.6
2016121001,74,26,WNW,1.7,NE,1.1
2016121002,51,24,N,0.9,NNE,1.7
2016121003,39,24,N,1.2,NNE,1.4
2016121004,27,22,N,0.5,NNE,1.6
2016121005,18,23,W,1.4,N,1.6
2016121006,14,23,W,2.0,N,1.5
2016121007,11,26,NNW,0.9,NNE,1.4
2016121008,13,29,N,0.3,NNE,1.8
2016121009,15,29,NE,1.1,NNE,1.7
2016121010,18,36,NNE,0.5,NNE,2.5
2016121011,19,41,S,1.0,N,1
2016121012,18,42,S,1.4,N,1.3
2016121013,16,38,W,2.6,NNE,1.1
2016121014,8,36,WSW,3.0,S,1.2
2016121015,6,40,W,3.3,WSW,1.6
2016121016,7,39,WSW,2.8,WSW,1
2016121017,35,34,WNW,2.4,WNW,1
2016121018,50,32,W,1.9,NE,0.8
2016121019,62,31,WNW,1.8,NA,0.1
2016121020,133,36,WNW,1.5,NA,0
2016121021,149,37,WNW,1.3,NA,0
2016121022,135,39,NW,1.5,NNE,1
2016121023,198,39,NNW,3.1,NNE,1.2
2016121100,232,29,NW,3.6,NE,0.9
2016121101,216,23,NW,2.7,NNE,1
2016121102,147,19,SW,0.8,NNE,1.3
2016121103,110,25,WNW,1.0,NE,1.6
2016121104,93,27,NW,1.2,NNE,1.3
2016121105,77,27,WNW,0.9,NNE,1.2
2016121106,73,28,NW,0.7,NE,1.4
2016121107,63,26,NNE,1.7,NNE,1.4
2016121108,60,31,NNE,1.5,NE,1.7
2016121109,64,37,N,1.1,NNE,1.2
2016121110,73,37,N,0.5,N,0.7
2016121111,77,40,ENE,1.4,ESE,1.4
2016121112,133,34,ENE,1.1,SSE,1
2016121113,204,32,NE,1.5,SE,1.5
2016121114,226,35,S,1.4,SE,1.8
2016121115,209,31,NNW,0.8,ESE,1.4
2016121116,204,27,W,1.2,ESE,1.6
2016121117,233,27,WSW,1.1,E,1.5
2016121118,270,34,N,0.3,NNE,1.5
2016121119,280,36,W,1.0,NNE,1
2016121120,266,41,W,1.3,NE,0.5
2016121121,257,47,N,0.8,S,0.6
2016121122,301,43,NNE,1.8,N,0.4
2016121123,266,41,N,0.7,NNE,1.7
2016121200,239,38,NNE,2.1,NA,0.1
2016121201,236,41,ENE,2.1,NA,0
2016121202,229,37,W,2.1,NW,0.7
2016121203,223,30,NE,1.5,WNW,1.2
2016121204,218,35,NE,2.2,WNW,1.2
2016121205,228,37,E,2.3,NW,1.7
2016121206,226,33,NE,1.6,NW,1.2
2016121207,225,34,NE,3.4,W,0.7
2016121208,218,35,ENE,2.8,NNE,0.9
2016121209,210,33,ENE,2.0,N,1.5
2016121210,198,35,NE,2.6,NNE,1.8
2016121211,197,40,ENE,1.6,NNE,1.6
2016121212,196,40,NE,2.4,NNE,2.1
2016121213,197,46,NE,1.6,NE,2.3
2016121214,195,46,NE,2.4,NE,1.5
2016121215,180,42,ENE,2.8,NE,1.6
2016121216,147,44,NNE,1.7,NA,0
2016121217,214,45,NNE,1.5,SSE,2.1
2016121218,267,45,NNE,1.2,S,0.8
2016121219,277,45,ENE,0.6,NA,0.2
2016121220,264,45,NE,1.0,WNW,0.7
2016121221,274,45,NNE,1.5,NA,0.2
2016121222,353,52,NNE,1.0,NA,0
2016121223,303,62,N,1.1,NA,0
2016121300,297,58,W,1.2,NNW,1.1
2016121301,275,49,N,0.7,NA,0
2016121302,179,46,N,1.0,NE,0.8
2016121303,105,47,NW,0.9,NNE,1.7
2016121304,62,49,N,0.3,NE,2.7
2016121305,23,47,N,0.9,NE,2.6
2016121306,8,53,NNE,1.3,NE,3.3
2016121307,6,64,N,1.4,NE,3.1
2016121308,6,63,N,0.9,NE,3.8
2016121309,6,65,WSW,0.5,NE,3.1
2016121310,7,61,WNW,2.0,NE,3.2
2016121311,6,55,WSW,1.6,NE,3
2016121312,6,53,NE,1.0,NE,2.6
2016121313,6,54,S,2.5,NNE,2.1
2016121314,6,62,SW,2.9,W,1.3
2016121315,8,62,WSW,3.0,NE,2
2016121316,6,55,W,3.3,NE,1.9
2016121317,6,53,WNW,4.2,N,0.6
2016121318,9,60,WNW,3.5,NE,1.2
2016121319,15,58,NW,4.2,NE,1.3
2016121320,23,58,WNW,3.9,NE,2.3
2016121321,21,59,W,2.6,NE,3.1
2016121322,12,61,WNW,3.2,ENE,3.2
2016121323,6,59,W,2.0,NE,3.9
2016121400,6,54,W,2.4,NE,3.6
2016121401,6,51,W,3.1,NE,3.8
2016121402,6,50,WNW,3.8,ENE,3.9
2016121403,6,52,W,1.5,NNE,3
2016121404,6,53,W,2.4,NNE,1.6
2016121405,6,49,W,2.1,NE,1.7
2016121406,6,46,WNW,3.1,NE,2.6
2016121407,6,44,W,3.1,NE,1.6
2016121408,6,48,W,2.6,NE,2.5
2016121409,6,49,WNW,3.4,NE,3.6
2016121410,6,55,W,3.1,NNE,2.2
2016121411,7,63,W,3.4,NE,1.4
2016121412,8,59,WNW,3.7,NNW,1.6
2016121413,9,53,W,2.3,ENE,1.1
2016121414,6,50,W,2.7,NNE,1.2
2016121415,8,46,WNW,2.9,ENE,0.9
2016121416,12,49,WNW,2.6,E,1.5
2016121417,20,48,WNW,3.4,SE,1.1
2016121418,47,45,NW,2.5,NNE,0.4
2016121419,91,45,NW,1.5,NA,0.2
2016121420,144,48,WNW,2.9,NA,0.1
2016121421,100,48,W,2.8,ENE,0.5
2016121422,110,49,WNW,3.0,NNE,0.3
2016121423,131,51,WNW,2.7,N,0.4
2016121500,163,53,W,2.6,NNE,1.4
2016121501,171,51,W,3.7,NNE,1.4
2016121502,112,45,WSW,3.2,N,1
2016121503,74,44,W,1.9,NNW,0.8
2016121504,51,39,WSW,2.3,N,0.9
2016121505,32,29,WNW,3.7,NW,0.6
2016121506,25,29,W,2.8,NNE,1
2016121507,32,30,W,1.6,NW,2.1
2016121508,26,32,NW,1.2,NW,6.3
2016121509,31,36,W,2.4,NW,6.4
2016121510,57,35,WNW,3.7,NW,5.9
2016121511,31,33,WNW,3.9,NW,6.1
2016121512,13,29,W,3.8,NW,4
2016121513,13,24,W,3.6,WNW,4.7
2016121514,31,24,WNW,3.9,WNW,4.1
2016121515,25,25,WNW,3.3,WNW,4.7
2016121516,5,28,NW,4.6,NW,5.3
2016121517,16,29,W,3.2,NW,4.6
2016121518,25,30,W,2.9,WNW,1.7
2016121519,29,34,NW,3.0,ESE,1.1
2016121520,17,33,WNW,2.3,NNE,1.1
2016121521,39,35,WNW,3.7,NE,1.8
2016121522,27,35,NW,3.6,NNE,0.7
2016121523,30,40,NNW,2.4,NE,0.5
2016121600,21,37,NNW,2.1,NNE,0.8
2016121601,14,37,W,2.4,NE,1.1
2016121602,16,32,WNW,2.2,NNE,0.8
2016121603,21,33,WNW,2.4,NNE,0.9
2016121604,27,29,W,1.9,NNE,1.2
2016121605,23,31,W,1.7,NNE,1.1
2016121606,21,33,WSW,2.3,NNE,1.4
2016121607,20,35,W,2.1,NE,1.1
2016121608,22,34,W,1.6,NNE,1.1
2016121609,27,31,W,1.4,NNE,1.4
2016121610,50,34,WNW,3.2,ENE,1.6
2016121611,42,32,WNW,3.0,NNW,1.2
2016121612,53,35,WSW,2.5,NW,1.3
2016121613,53,33,WSW,3.1,SSE,1.1
2016121614,53,33,WNW,4.3,SW,1.6
2016121615,80,31,WNW,4.2,W,0.6
2016121616,98,25,WNW,3.1,SSW,1.7
2016121617,99,25,W,2.8,NNE,1.1
2016121618,100,31,WSW,2.4,NE,1.4
2016121619,73,32,W,1.6,NA,0.1
2016121620,74,32,SW,0.6,NNE,0.7
2016121621,112,36,N,0.3,NNE,1
2016121622,211,39,NNE,0.7,N,0.7
2016121623,247,38,NNE,3.2,NNE,2.1
2016121700,175,39,NNE,3.3,NE,1
2016121701,120,47,NNE,2.0,NNE,1.3
2016121702,107,40,NNE,2.1,NNE,1.9
2016121703,85,40,NNE,2.0,N,1.2
2016121704,80,40,NNE,1.6,N,1.4
2016121705,73,37,NNE,2.4,NNE,1.3
2016121706,67,37,NNE,2.6,NNE,1.6
2016121707,61,38,NNE,2.4,NE,1.5
2016121708,63,42,NE,2.8,NNE,1.1
2016121709,88,46,NE,3.0,NNE,1
2016121710,119,51,NE,2.7,NE,0.3
2016121711,111,62,NE,3.4,WNW,0.7
2016121712,147,70,NE,2.5,WSW,0.9
2016121713,191,76,NE,2.2,SE,0.9
2016121714,241,76,NNE,1.9,S,1
2016121715,234,74,NNE,1.3,SE,0.8
2016121716,258,76,NNE,0.6,WSW,0.4
2016121717,280,81,SW,2.5,NA,0.1
2016121718,299,84,SW,0.5,SE,0.5
2016121719,405,83,SSW,1.0,NA,0
2016121720,410,90,NNE,0.8,NA,0
2016121721,372,99,N,0.8,NA,0
2016121722,346,90,NNE,1.0,NNE,0.7
2016121723,348,89,NNE,1.1,NNE,1.1
2016121800,347,89,N,0.4,N,0.7
2016121801,305,87,NNE,0.8,NNE,0.4
2016121802,300,82,NNE,1.0,NNE,1.3
2016121803,315,77,NNE,0.8,NNE,1.1
2016121804,268,71,NNE,1.2,NNE,1.6
2016121805,221,61,NNE,1.3,NNE,1.6
2016121806,195,56,NNE,1.1,NNE,1.4
2016121807,173,53,NE,1.7,NNW,1.7
2016121808,165,56,NE,1.7,NNW,1.2
2016121809,164,53,NE,1.3,NNE,1.4
2016121810,167,56,NE,1.6,NNE,1.4
2016121811,149,58,NE,1.9,NNE,2
2016121812,135,61,NE,2.7,NNE,1.3
2016121813,110,56,NNE,1.9,N,1
2016121814,97,43,E,2.0,WSW,1
2016121815,91,43,ENE,2.0,WSW,1
2016121816,91,40,ENE,2.1,W,1.1
2016121817,86,39,NE,2.5,NA,0
2016121818,92,46,NE,2.9,NA,0
2016121819,101,54,NE,2.8,NA,0.2
2016121820,161,53,NE,3.4,NA,0.2
2016121821,209,52,NE,2.8,NNE,1
2016121822,290,45,ENE,2.3,NA,0.2
2016121823,328,42,NNE,2.1,NNW,0.4
2016121900,303,42,NE,2.6,NNE,0.5
2016121901,270,42,NE,2.1,NNE,0.3
2016121902,259,44,NE,3.3,NNE,1.1
2016121903,172,40,NE,2.9,N,0.6
2016121904,130,37,ENE,2.7,NA,0
2016121905,125,34,ENE,1.7,NNW,1.3
2016121906,120,32,NE,3.9,NE,1.1
2016121907,117,33,NE,3.1,NNE,1
2016121908,96,30,NE,4.4,N,1
2016121909,94,32,NE,3.4,NNE,1.4
2016121910,106,32,NE,3.8,NNE,1.2
2016121911,94,35,NE,3.8,NNE,1.3
2016121912,71,36,NE,2.8,NW,1.2
2016121913,60,36,NE,3.8,WSW,1.1
2016121914,51,36,ENE,3.1,WNW,0.7
2016121915,63,32,ENE,1.4,SE,0.6
2016121916,69,38,NE,2.9,WSW,0.9
2016121917,81,36,NE,2.1,NA,0.2
2016121918,120,37,NE,1.9,NA,0
2016121919,172,37,NNE,1.2,NNW,0.3
2016121920,472,38,NE,1.3,NA,0.2
2016121921,557,40,NNE,0.5,NA,0
2016121922,508,40,N,0.7,SW,0.2
2016121923,410,37,NNE,0.5,S,1
2016122000,286,35,NNE,1.1,SSE,1
2016122001,285,40,N,0.6,SSW,1.2
2016122002,289,41,N,0.1,SSW,1.1
2016122003,267,42,N,0.6,SSW,1.2
2016122004,257,40,N,0.4,NE,1.3
2016122005,254,39,WNW,0.8,NE,1.2
2016122006,234,38,N,0.0,SSW,0.3
2016122007,227,44,N,0.5,NE,1.6
2016122008,228,49,N,0.3,SSW,0.7
2016122009,235,60,NE,1.8,SSE,1.2
2016122010,238,56,ENE,1.9,NNE,1
2016122011,255,57,NE,1.2,NNE,1.1
2016122012,244,49,E,1.4,SSE,1.1
2016122013,280,37,WSW,1.1,S,2.1
2016122014,375,56,SSW,1.9,SE,1.5
2016122015,386,68,W,2.4,SSE,1.2
2016122016,382,58,W,2.3,SE,1.3
2016122017,377,47,WNW,2.9,SSE,1.4
2016122018,327,45,WNW,1.6,SSE,1.2
2016122019,305,40,NNE,1.7,SSE,1
2016122020,302,50,SSW,0.9,S,1.2
2016122021,315,59,N,0.3,S,1.6
2016122022,361,63,NNE,1.2,SE,1.4
2016122023,352,63,NNE,1.8,SE,1.1
2016122100,349,60,ENE,2.7,SE,1.9
2016122101,353,59,ENE,2.7,E,1.4
2016122102,325,54,ENE,2.5,NNE,1.4
2016122103,316,44,NE,1.1,NNE,0.5
2016122104,305,40,NE,1.8,NNW,1.2
2016122105,266,43,ENE,1.7,NNE,0.5
2016122106,253,45,NE,2.4,NNE,1
2016122107,275,43,ENE,2.2,W,1.1
2016122108,305,45,ENE,3.6,WSW,0.9
2016122109,334,49,ENE,3.9,W,0.6
2016122110,349,50,NE,3.4,ESE,0.7
2016122111,371,47,NE,3.5,ENE,1.1
2016122112,392,43,ENE,3.3,NE,1.3
2016122113,424,47,NE,2.9,NA,0.2
2016122114,433,44,NE,3.1,SSE,1.5
2016122115,422,38,NE,3.0,WSW,0.9
2016122116,413,36,NE,4.1,SW,0.9
2016122117,418,38,NE,3.8,SW,0.1
2016122118,419,37,NE,4.5,NA,0
2016122119,413,36,NE,4.8,NNE,0.5
2016122120,406,35,ENE,6.0,SSE,0.4
2016122121,425,28,NE,6.0,NA,0.2
